,ICC1,LowerICC1,HigherICC1,ICC2,LowerICC2,HigherICC2,ICC3,LowerICC3,HigherICC3,ICC4,LowerICC4,HigherICC4,ICC5,LowerICC5,HigherICC5,ICC6,LowerICC6,HigherICC6,Filter,Class,Name
wavelet-HLH_gldm_GrayLevelNonUniformity,0.968537491942965,0.96,0.97,0.9685375064115308,0.96,0.97,0.9685557680874336,0.96,0.97,0.9992083210670916,1.0,1.0,0.9992083214426876,1.0,1.0,0.9992087954968774,1.0,1.0,Wavelet (HLH),gldm,GrayLevelNonUniformity
wavelet-HLH_gldm_GrayLevelVariance,0.7371727334793124,0.71,0.77,0.7371731392282996,0.71,0.77,0.7372198017145285,0.71,0.77,0.9913790124280332,0.99,0.99,0.9913790303264356,0.99,0.99,0.991381088575291,0.99,0.99,Wavelet (HLH),gldm,GrayLevelVariance
wavelet-HLH_gldm_HighGrayLevelEmphasis,0.3147500608893158,0.28,0.35,0.3147652279217165,0.28,0.35,0.3150511294695286,0.28,0.35,0.949576908292746,0.94,0.96,0.949580275160164,0.94,0.96,0.9496436850835508,0.94,0.96,Wavelet (HLH),gldm,HighGrayLevelEmphasis
wavelet-HLH_gldm_LargeDependenceEmphasis,0.9402870587662012,0.93,0.95,0.9402877898300748,0.93,0.95,0.9407600154734675,0.93,0.95,0.9984534926504112,1.0,1.0,0.9984535127554957,1.0,1.0,0.9984664931355256,1.0,1.0,Wavelet (HLH),gldm,LargeDependenceEmphasis
wavelet-HLH_gldm_LargeDependenceHighGrayLevelEmphasis,0.8782744753998672,0.86,0.9,0.8782761438855277,0.86,0.9,0.8787699993940477,0.86,0.9,0.996630992906496,1.0,1.0,0.9966310453082802,1.0,1.0,0.9966465472219914,1.0,1.0,Wavelet (HLH),gldm,LargeDependenceHighGrayLevelEmphasis
wavelet-HLH_gldm_LargeDependenceLowGrayLevelEmphasis,0.8464678028042114,0.83,0.87,0.8464693727732464,0.83,0.87,0.8468244058731439,0.83,0.87,0.9955955860703702,0.99,1.0,0.995595639042994,0.99,1.0,0.995607613382495,0.99,1.0,Wavelet (HLH),gldm,LargeDependenceLowGrayLevelEmphasis
wavelet-HLH_gldm_LowGrayLevelEmphasis,0.35045678223637,0.31,0.39,0.3504608102978625,0.31,0.39,0.3505499398641315,0.31,0.39,0.9567498012757492,0.95,0.96,0.956750533485316,0.95,0.96,0.9567667311855494,0.95,0.96,Wavelet (HLH),gldm,LowGrayLevelEmphasis
wavelet-HLH_gldm_SmallDependenceEmphasis,0.698558499464944,0.66,0.73,0.6986041942285514,0.66,0.73,0.7029732344044001,0.67,0.74,0.989584757115079,0.99,0.99,0.9895869935464936,0.99,0.99,0.9897995299978778,0.99,0.99,Wavelet (HLH),gldm,SmallDependenceEmphasis
wavelet-HLH_gldm_SmallDependenceHighGrayLevelEmphasis,0.6266462279080165,0.59,0.67,0.6266757538271291,0.59,0.67,0.6287142977616484,0.59,0.67,0.9856765160257828,0.98,0.99,0.9856782976817676,0.98,0.99,0.9858009185545714,0.98,0.99,Wavelet (HLH),gldm,SmallDependenceHighGrayLevelEmphasis
wavelet-HLH_gldm_SmallDependenceLowGrayLevelEmphasis,0.6075223574480202,0.57,0.65,0.6075473887769847,0.57,0.65,0.6091402213159604,0.57,0.65,0.984487598029915,0.98,0.99,0.9844892011971698,0.98,0.99,0.9845909561660932,0.98,0.99,Wavelet (HLH),gldm,SmallDependenceLowGrayLevelEmphasis
