,ICC1,LowerICC1,HigherICC1,ICC2,LowerICC2,HigherICC2,ICC3,LowerICC3,HigherICC3,ICC4,LowerICC4,HigherICC4,ICC5,LowerICC5,HigherICC5,ICC6,LowerICC6,HigherICC6,Filter,Class,Name
wavelet-HHH_glcm_SumEntropy,0.3281793420147426,0.29,0.37,0.3284457742234283,0.29,0.37,0.3338745327064227,0.3,0.37,0.9524447937588312,0.94,0.96,0.9524994868553688,0.94,0.96,0.9535962149312988,0.95,0.96,Wavelet (HHH),glcm,SumEntropy
wavelet-HHH_glcm_SumSquares,0.3446133708640414,0.31,0.39,0.3448394728549294,0.31,0.39,0.3497870710125719,0.31,0.39,0.9556707981367212,0.95,0.96,0.9557131826622208,0.95,0.96,0.9566278442296094,0.95,0.96,Wavelet (HHH),glcm,SumSquares
wavelet-HHH_glrlm_GrayLevelNonUniformity,0.7630637890463831,0.73,0.79,0.7630953601014588,0.73,0.79,0.7672871493382406,0.74,0.8,0.9924835966882728,0.99,0.99,0.9924848992935308,0.99,0.99,0.9926569283984936,0.99,0.99,Wavelet (HHH),glrlm,GrayLevelNonUniformity
wavelet-HHH_glrlm_GrayLevelNonUniformityNormalized,0.3381817260480357,0.3,0.38,0.3384434890340728,0.3,0.38,0.3440222776385772,0.31,0.38,0.9544430359180276,0.95,0.96,0.9544938531761736,0.95,0.96,0.955559747872194,0.95,0.96,Wavelet (HHH),glrlm,GrayLevelNonUniformityNormalized
wavelet-HHH_glrlm_GrayLevelVariance,0.339958745312507,0.3,0.38,0.3401813834056816,0.3,0.38,0.3449519599234376,0.31,0.39,0.954786584568462,0.95,0.96,0.9548293911890544,0.95,0.96,0.9557342499136828,0.95,0.96,Wavelet (HHH),glrlm,GrayLevelVariance
wavelet-HHH_glrlm_HighGrayLevelRunEmphasis,0.1227981120680899,0.1,0.15,0.122813322946245,0.1,0.15,0.1229006991033002,0.1,0.15,0.8516216013084479,0.83,0.87,0.8516394429863472,0.83,0.87,0.8517418602118818,0.83,0.87,Wavelet (HHH),glrlm,HighGrayLevelRunEmphasis
wavelet-HHH_glrlm_LongRunEmphasis,0.4568939702330016,0.42,0.5,0.4570198449384511,0.42,0.5,0.4614043378540622,0.42,0.5,0.971824402082454,0.97,0.98,0.9718382883628536,0.97,0.98,0.9723174928639547,0.97,0.98,Wavelet (HHH),glrlm,LongRunEmphasis
wavelet-HHH_glrlm_LongRunHighGrayLevelEmphasis,0.2399419668449873,0.21,0.27,0.240032978391744,0.21,0.27,0.2412172243587087,0.21,0.28,0.9282807059404344,0.92,0.94,0.9283139190620882,0.92,0.94,0.9287440193371104,0.92,0.94,Wavelet (HHH),glrlm,LongRunHighGrayLevelEmphasis
wavelet-HHH_glrlm_LongRunLowGrayLevelEmphasis,0.2478060617122891,0.22,0.28,0.2478233408171898,0.22,0.28,0.248056969791784,0.22,0.28,0.93106880272688,0.92,0.94,0.9310747518036938,0.92,0.94,0.931155114738364,0.92,0.94,Wavelet (HHH),glrlm,LongRunLowGrayLevelEmphasis
wavelet-HHH_glrlm_LowGrayLevelRunEmphasis,0.2590140659851371,0.23,0.3,0.2590477939465366,0.23,0.3,0.2595321392931098,0.23,0.3,0.9347755954054014,0.92,0.94,0.9347863086913356,0.92,0.94,0.9349398751098466,0.92,0.95,Wavelet (HHH),glrlm,LowGrayLevelRunEmphasis
wavelet-HHH_glrlm_RunEntropy,0.2863589581168098,0.25,0.32,0.2866298826691876,0.25,0.32,0.2911618510837482,0.26,0.33,0.94269949335973,0.93,0.95,0.9427710437121256,0.93,0.95,0.9439497407351268,0.93,0.95,Wavelet (HHH),glrlm,RunEntropy
wavelet-HHH_glrlm_RunLengthNonUniformity,0.8453145254482433,0.82,0.87,0.8453270947966772,0.82,0.87,0.8481527630310066,0.83,0.87,0.9955566214848568,0.99,1.0,0.9955570467089888,0.99,1.0,0.9956523290253964,0.99,1.0,Wavelet (HHH),glrlm,RunLengthNonUniformity
wavelet-HHH_glrlm_RunLengthNonUniformityNormalized,0.3830866093733561,0.35,0.43,0.3833212719975127,0.35,0.43,0.3893941279620159,0.35,0.43,0.9622069570247628,0.96,0.97,0.9622430442464038,0.96,0.97,0.9631627338060426,0.96,0.97,Wavelet (HHH),glrlm,RunLengthNonUniformityNormalized
wavelet-HHH_glrlm_RunPercentage,0.4131342115396275,0.37,0.46,0.4133326369838748,0.37,0.46,0.4191430186656951,0.38,0.46,0.9665133552115176,0.96,0.97,0.9665398310827978,0.96,0.97,0.9673046205319557,0.96,0.97,Wavelet (HHH),glrlm,RunPercentage
