,ICC1,LowerICC1,HigherICC1,ICC2,LowerICC2,HigherICC2,ICC3,LowerICC3,HigherICC3,ICC4,LowerICC4,HigherICC4,ICC5,LowerICC5,HigherICC5,ICC6,LowerICC6,HigherICC6,Filter,Class,Name
original_glszm_LowGrayLevelZoneEmphasis,0.7673090007974253,0.74,0.8,0.767311021339579,0.74,0.8,0.7675842953108647,0.74,0.8,0.9926578204031388,0.99,0.99,0.9926579028817808,0.99,0.99,0.9926690540657892,0.99,0.99,Original,glszm,LowGrayLevelZoneEmphasis
original_glszm_SizeZoneNonUniformity,0.801731989016055,0.78,0.83,0.8017576057000168,0.78,0.83,0.8060273700474181,0.78,0.83,0.994004465364286,0.99,0.99,0.9940054257459134,0.99,0.99,0.99416467384397,0.99,1.0,Original,glszm,SizeZoneNonUniformity
original_glszm_SizeZoneNonUniformityNormalized,0.8439423881252772,0.82,0.86,0.8439457904697775,0.82,0.86,0.8447008481261833,0.82,0.87,0.9955101277712032,0.99,1.0,0.9955102432383656,0.99,1.0,0.995535845681638,0.99,1.0,Original,glszm,SizeZoneNonUniformityNormalized
original_glszm_SmallAreaEmphasis,0.9057346649391392,0.89,0.92,0.9057360767423944,0.89,0.92,0.9062925886337342,0.89,0.92,0.9974679858123952,1.0,1.0,0.9974680275748112,1.0,1.0,0.997484479837219,1.0,1.0,Original,glszm,SmallAreaEmphasis
original_glszm_SmallAreaHighGrayLevelEmphasis,0.7698083319465783,0.74,0.8,0.7698148925653618,0.74,0.8,0.7707154950695994,0.74,0.8,0.9927595226798372,0.99,0.99,0.9927597888015256,0.99,0.99,0.9927962787468922,0.99,0.99,Original,glszm,SmallAreaHighGrayLevelEmphasis
original_glszm_SmallAreaLowGrayLevelEmphasis,0.7587595412800038,0.73,0.79,0.7587613922563929,0.73,0.79,0.7590001604412033,0.73,0.79,0.9923050232241508,0.99,0.99,0.9923051004385054,0.99,0.99,0.9923150577091984,0.99,0.99,Original,glszm,SmallAreaLowGrayLevelEmphasis
original_glszm_ZoneEntropy,0.8067718021391355,0.78,0.83,0.8067735695738579,0.78,0.83,0.8070762409132091,0.78,0.83,0.9941922713247816,0.99,1.0,0.9941923367880896,0.99,1.0,0.9942035432091216,0.99,1.0,Original,glszm,ZoneEntropy
original_glszm_ZonePercentage,0.8831921110083719,0.87,0.9,0.8831997286494299,0.87,0.9,0.8855675770516562,0.87,0.9,0.996784604061856,1.0,1.0,0.9967848407220882,1.0,1.0,0.9968582116848794,1.0,1.0,Original,glszm,ZonePercentage
original_glszm_ZoneVariance,0.8412408366498373,0.82,0.86,0.841242957169509,0.82,0.86,0.8417038996134544,0.82,0.86,0.9954181574963564,0.99,1.0,0.9954182299112354,0.99,1.0,0.9954339624969628,0.99,1.0,Original,glszm,ZoneVariance
original_gldm_DependenceEntropy,0.8325067346301325,0.81,0.85,0.8325091195356582,0.81,0.85,0.8329954150886507,0.81,0.86,0.9951168527719462,0.99,1.0,0.9951169358829958,0.99,1.0,0.995133873037827,0.99,1.0,Original,gldm,DependenceEntropy
