,ICC1,LowerICC1,HigherICC1,ICC2,LowerICC2,HigherICC2,ICC3,LowerICC3,HigherICC3,ICC4,LowerICC4,HigherICC4,ICC5,LowerICC5,HigherICC5,ICC6,LowerICC6,HigherICC6,Filter,Class,Name
RelativeVolume_At_AbsolutemGy_900.00,0.986674341635181,0.98,0.99,0.9866743475614717,0.98,0.99,0.9866923387512144,0.98,0.99,0.9996707028680968,1.0,1.0,0.9996707030164734,1.0,1.0,0.9996711534539934,1.0,1.0,Original,DVH,CV900mGy[%]
RelativeVolume_At_AbsolutemGy_1000.00,0.98680648825816,0.98,0.99,0.9868064939429289,0.98,0.99,0.9868239270954748,0.98,0.99,0.9996740109918508,1.0,1.0,0.9996740111341432,1.0,1.0,0.9996744474865714,1.0,1.0,Original,DVH,CV1000mGy[%]
RelativeVolume_At_AbsolutemGy_1100.00,0.988196063293946,0.99,0.99,0.9881960692056544,0.99,0.99,0.98821636107351,0.99,0.99,0.9997087450017405,1.0,1.0,0.9997087451493076,1.0,1.0,0.9997092516618562,1.0,1.0,Original,DVH,CV1100mGy[%]
RelativeVolume_At_AbsolutemGy_1200.00,0.9899928301425568,0.99,0.99,0.989992834371628,0.99,0.99,0.9900099880445464,0.99,0.99,0.9997535162426704,1.0,1.0,0.9997535163478626,1.0,1.0,0.9997539430135388,1.0,1.0,Original,DVH,CV1200mGy[%]
RelativeVolume_At_AbsolutemGy_1300.00,0.9921661755466188,0.99,0.99,0.9921661783484518,0.99,0.99,0.9921807276813716,0.99,0.99,0.9998074595714616,1.0,1.0,0.9998074596408556,1.0,1.0,0.9998078199845456,1.0,1.0,Original,DVH,CV1300mGy[%]
RelativeVolume_At_AbsolutemGy_1400.00,0.9935508405816182,0.99,0.99,0.993550842168422,0.99,0.99,0.9935608651841008,0.99,0.99,0.9998417074739564,1.0,1.0,0.9998417075131506,1.0,1.0,0.9998419550800548,1.0,1.0,Original,DVH,CV1400mGy[%]
RelativeVolume_At_AbsolutemGy_1500.00,0.9938650174660204,0.99,0.99,0.9938650189522292,0.99,0.99,0.9938748904277708,0.99,0.99,0.9998494652768324,1.0,1.0,0.9998494653135191,1.0,1.0,0.9998497089870952,1.0,1.0,Original,DVH,CV1500mGy[%]
RelativeVolume_At_AbsolutemGy_1600.00,0.9944293726133656,0.99,1.0,0.9944293738857176,0.99,1.0,0.9944386863605058,0.99,1.0,0.9998633885893352,1.0,1.0,0.9998633886207082,1.0,1.0,0.9998636182412464,1.0,1.0,Original,DVH,CV1600mGy[%]
RelativeVolume_At_AbsolutemGy_1700.00,0.9947951622379244,0.99,1.0,0.9947951634073526,0.99,1.0,0.9948043274655544,0.99,1.0,0.9998724048231742,1.0,1.0,0.9998724048519888,1.0,1.0,0.9998726306509368,1.0,1.0,Original,DVH,CV1700mGy[%]
RelativeVolume_At_AbsolutemGy_1800.00,0.9950615724712696,0.99,1.0,0.9950615735480076,0.99,1.0,0.9950704688180896,0.99,1.0,0.999878967415742,1.0,1.0,0.9998789674422592,1.0,1.0,0.9998791865039576,1.0,1.0,Original,DVH,CV1800mGy[%]
RelativeVolume_At_AbsolutemGy_1900.00,0.9948450507064208,0.99,1.0,0.9948450519057472,0.99,1.0,0.994854541693548,0.99,1.0,0.9998736340071952,1.0,1.0,0.9998736340367436,1.0,1.0,0.9998738678385962,1.0,1.0,Original,DVH,CV1900mGy[%]
RelativeVolume_At_AbsolutemGy_2000.00,0.9946472016451132,0.99,1.0,0.9946472029380892,0.99,1.0,0.9946570536304687,0.99,1.0,0.9998687585680064,1.0,1.0,0.9998687585998745,1.0,1.0,0.9998690013875128,1.0,1.0,Original,DVH,CV2000mGy[%]
RelativeVolume_At_AbsolutemGy_2100.00,0.9943316458440804,0.99,1.0,0.9943316472240636,0.99,1.0,0.9943415723546416,0.99,1.0,0.9998609786574608,1.0,1.0,0.9998609786914944,1.0,1.0,0.999861223465254,1.0,1.0,Original,DVH,CV2100mGy[%]
RelativeVolume_At_AbsolutemGy_2200.00,0.9939349496981026,0.99,0.99,0.9939349511392468,0.99,0.99,0.9939446343442172,0.99,0.99,0.9998511914253286,1.0,1.0,0.9998511914608982,1.0,1.0,0.999851430454323,1.0,1.0,Original,DVH,CV2200mGy[%]
