,ICC1,LowerICC1,HigherICC1,ICC2,LowerICC2,HigherICC2,ICC3,LowerICC3,HigherICC3,ICC4,LowerICC4,HigherICC4,ICC5,LowerICC5,HigherICC5,ICC6,LowerICC6,HigherICC6
moment_3_3_0,-0.004260156221968709,-0.01,-0.0,-0.0042536623422941506,-0.01,-0.0,-0.004254790370682011,-0.01,-0.0,-0.21054450430062147,-0.42,-0.02,-0.21015776243437645,-0.42,-0.02,-0.2102249245910578,-0.42,-0.02
moment_3_3_1,-0.000639061787951791,-0.0,0.0,-0.0006406321226901782,-0.0,0.0,-0.0006405909054023461,-0.0,0.0,-0.02688887952298253,-0.2,0.13,-0.026956689888865494,-0.2,0.13,-0.026954909927721708,-0.2,0.13
moment_3_3_2,0.0026680609811169363,-0.0,0.01,0.002673299640082101,-0.0,0.01,0.002673875484864097,-0.0,0.01,0.09884185622950942,-0.05,0.24,0.09901718142477438,-0.05,0.24,0.0990364495021561,-0.05,0.24
moment_3_3_3,0.004600568816241803,0.0,0.01,0.004591484330239651,0.0,0.01,0.004589766906511776,0.0,0.01,0.15930717635603042,0.02,0.29,0.15904141157550128,0.02,0.29,0.15899115035405212,0.02,0.29
gradient_0,0.9215697205675573,0.91,0.93,0.9215700271416536,0.91,0.93,0.9217177451691415,0.91,0.93,0.9979285657007542,1.0,1.0,0.9979285744686216,1.0,1.0,0.9979327984705495,1.0,1.0
gradient_1,0.29574212646392517,0.26,0.33,0.2957540622674256,0.26,0.33,0.29595971591075965,0.26,0.33,0.9451071581007863,0.94,0.95,0.9451101310491419,0.94,0.95,0.9451613201604252,0.94,0.95
gradient_2,0.9855792859491198,0.98,0.99,0.9855792885966576,0.98,0.99,0.9855867074039734,0.98,0.99,0.9996432562429444,1.0,1.0,0.9996432563093746,1.0,1.0,0.9996434424554956,1.0,1.0
AbsolutemGy_At_RelativeVolume_0.00,0.9819090742731577,0.98,0.98,0.9819090838334331,0.98,0.98,0.981930359058233,0.98,0.98,0.9995508302043086,1.0,1.0,0.9995508304459403,1.0,1.0,0.9995513681562183,1.0,1.0
AbsolutemGy_At_RelativeVolume_0.05,0.9877466953188645,0.99,0.99,0.9877467073702172,0.99,0.99,0.9877865391323299,0.99,0.99,0.9996975229655705,1.0,1.0,0.9996975232666616,1.0,1.0,0.999698518384779,1.0,1.0
AbsolutemGy_At_RelativeVolume_0.10,0.9871879389840824,0.99,0.99,0.9871879528691343,0.99,0.99,0.9872318192204629,0.99,0.99,0.9996835552834986,1.0,1.0,0.999683555630786,1.0,1.0,0.9996846527510524,1.0,1.0
AbsolutemGy_At_RelativeVolume_0.15,0.986697380416525,0.98,0.99,0.986697395222378,0.98,0.99,0.9867424233528757,0.98,0.99,0.9996712796770809,1.0,1.0,0.9996712800477583,1.0,1.0,0.999672407315807,1.0,1.0
AbsolutemGy_At_RelativeVolume_0.20,0.9868257275762391,0.98,0.99,0.9868257434926799,0.98,0.99,0.9868746273151943,0.98,0.99,0.9996744925518122,1.0,1.0,0.9996744929501931,1.0,1.0,0.9996757164294249,1.0,1.0
AbsolutemGy_At_RelativeVolume_0.25,0.9871153102926733,0.98,0.99,0.9871153267680363,0.98,0.99,0.98716707977015,0.99,0.99,0.9996817385930167,1.0,1.0,0.9996817390051511,1.0,1.0,0.9996830335503314,1.0,1.0
AbsolutemGy_At_RelativeVolume_0.30,0.9875642842852905,0.99,0.99,0.9875642996037457,0.99,0.99,0.9876141783302246,0.99,0.99,0.9996929647848608,1.0,1.0,0.9996929651677152,1.0,1.0,0.9996942117260742,1.0,1.0
AbsolutemGy_At_RelativeVolume_0.35,0.9878485188677405,0.99,0.99,0.9878485337498735,0.99,0.99,0.9878981394959608,0.99,0.99,0.9997000666707336,1.0,1.0,0.9997000670424744,1.0,1.0,0.9997013060832045,1.0,1.0
AbsolutemGy_At_RelativeVolume_0.40,0.9877118270941597,0.99,0.99,0.9877118429491855,0.99,0.99,0.9877640966103608,0.99,0.99,0.999696651787382,1.0,1.0,0.9996966521835317,1.0,1.0,0.9996979577122009,1.0,1.0
AbsolutemGy_At_RelativeVolume_0.45,0.9872015343609879,0.99,0.99,0.9872015522751398,0.99,0.99,0.9872582091952573,0.99,0.99,0.9996838953211258,1.0,1.0,0.9996838957691754,1.0,1.0,0.9996853127322407,1.0,1.0
AbsolutemGy_At_RelativeVolume_0.50,0.9867280954334925,0.98,0.99,0.9867281148843442,0.98,0.99,0.9867874091688978,0.98,0.99,0.999672048630793,1.0,1.0,0.9996720491177321,1.0,1.0,0.9996735334243297,1.0,1.0
AbsolutemGy_At_RelativeVolume_0.55,0.9863565707293617,0.98,0.99,0.9863565912874036,0.98,0.99,0.9864175313423659,0.98,0.99,0.9996627443360356,1.0,1.0,0.999662744851071,1.0,1.0,0.9996642714745213,1.0,1.0
AbsolutemGy_At_RelativeVolume_0.60,0.9858760618775466,0.98,0.99,0.9858760842101787,0.98,0.99,0.9859400015137382,0.98,0.99,0.9996507005493773,1.0,1.0,0.9996507011094032,1.0,1.0,0.9996523038344213,1.0,1.0
AbsolutemGy_At_RelativeVolume_0.65,0.9852307083689665,0.98,0.99,0.9852307314163328,0.98,0.99,0.9852937706945444,0.98,0.99,0.9996345069619078,1.0,1.0,0.9996345075405951,1.0,1.0,0.9996360902706708,1.0,1.0
AbsolutemGy_At_RelativeVolume_0.70,0.9840723798836809,0.98,0.99,0.9840724069137333,0.98,0.99,0.9841408827166368,0.98,0.99,0.9996053895529736,1.0,1.0,0.9996053902332196,1.0,1.0,0.9996071133982632,1.0,1.0
AbsolutemGy_At_RelativeVolume_0.75,0.982786253828823,0.98,0.99,0.9827862830857291,0.98,0.99,0.9828547729354468,0.98,0.99,0.9995729812223133,1.0,1.0,0.9995729819604816,1.0,1.0,0.9995747098807048,1.0,1.0
AbsolutemGy_At_RelativeVolume_0.80,0.9810104460705359,0.98,0.98,0.9810104833619226,0.98,0.98,0.9810894759317454,0.98,0.98,0.9995280974963123,1.0,1.0,0.9995280984405197,1.0,1.0,0.999530098353063,1.0,1.0
AbsolutemGy_At_RelativeVolume_0.85,0.9781159794504222,0.97,0.98,0.9781160299500246,0.97,0.98,0.9782085798959467,0.97,0.98,0.999454598944741,1.0,1.0,0.9994546002307664,1.0,1.0,0.9994569568945894,1.0,1.0
AbsolutemGy_At_RelativeVolume_0.90,0.9732791084790754,0.97,0.98,0.9732791885318474,0.97,0.98,0.9733987524321289,0.97,0.98,0.9993308261363489,1.0,1.0,0.9993308281947795,1.0,1.0,0.9993339022233584,1.0,1.0
AbsolutemGy_At_RelativeVolume_0.95,0.9652176984453295,0.96,0.97,0.965217835848698,0.96,0.97,0.9653741933083865,0.96,0.97,0.999121852154095,1.0,1.0,0.9991218557449661,1.0,1.0,0.999125941312749,1.0,1.0
RelativeVolume_At_AbsolutemGy_0.00,,,,,,,,,,,,,,,,,,
RelativeVolume_At_AbsolutemGy_100.00,0.9991741865244438,1.0,1.0,0.9991741865244438,1.0,1.0,0.9991741865244438,1.0,1.0,0.999979841967157,1.0,1.0,0.999979841967157,1.0,1.0,0.999979841967157,1.0,1.0
RelativeVolume_At_AbsolutemGy_200.00,0.9998884004271457,1.0,1.0,0.9998884004270617,1.0,1.0,0.9998883695083032,1.0,1.0,0.9999972777628079,1.0,1.0,0.9999972777628059,1.0,1.0,0.9999972770085257,1.0,1.0
RelativeVolume_At_AbsolutemGy_300.00,0.9998017319159794,1.0,1.0,0.9998017319153989,1.0,1.0,0.999801611831976,1.0,1.0,0.9999951632574905,1.0,1.0,0.9999951632574763,1.0,1.0,0.9999951603274786,1.0,1.0
