,ICC1,LowerICC1,HigherICC1,ICC2,LowerICC2,HigherICC2,ICC3,LowerICC3,HigherICC3,ICC4,LowerICC4,HigherICC4,ICC5,LowerICC5,HigherICC5,ICC6,LowerICC6,HigherICC6,Filter,Class,Name
original_glszm_ZoneVariance,0.9014115104482668,0.89,0.92,0.901412018148047,0.89,0.92,0.9016023798892714,0.89,0.92,0.9973395060283732,1.0,1.0,0.9973395211871,1.0,1.0,0.9973452037722348,1.0,1.0,Original,glszm,ZoneVariance
original_gldm_DependenceEntropy,0.9443187182233382,0.94,0.95,0.944318715907016,0.94,0.95,0.9443171052930596,0.94,0.95,0.99856390677468,1.0,1.0,0.9985639067115072,1.0,1.0,0.9985638627853856,1.0,1.0,Original,gldm,DependenceEntropy
original_gldm_DependenceNonUniformity,0.962878900241056,0.96,0.97,0.9628789661359508,0.96,0.97,0.9629490500097776,0.96,0.97,0.9990605857724594,1.0,1.0,0.9990605875027068,1.0,1.0,0.999062427612288,1.0,1.0,Original,gldm,DependenceNonUniformity
original_gldm_DependenceNonUniformityNormalized,0.9274750598693372,0.92,0.94,0.927475208188462,0.92,0.94,0.9275529818164144,0.92,0.94,0.9980964084209036,1.0,1.0,0.998096412610322,1.0,1.0,0.998098609222622,1.0,1.0,Original,gldm,DependenceNonUniformityNormalized
original_gldm_DependenceVariance,0.9273159781960376,0.92,0.94,0.9273161440546605,0.92,0.94,0.9274029104221628,0.92,0.94,0.998091914252514,1.0,1.0,0.9980919189389178,1.0,1.0,0.9980943703346712,1.0,1.0,Original,gldm,DependenceVariance
original_gldm_GrayLevelNonUniformity,0.974196043404262,0.97,0.98,0.9741960820761444,0.97,0.98,0.9742559461031652,0.97,0.98,0.9993543820362863,1.0,1.0,0.9993543830288486,1.0,1.0,0.9993559194219152,1.0,1.0,Original,gldm,GrayLevelNonUniformity
original_gldm_GrayLevelVariance,0.9015088747852552,0.89,0.92,0.901509294683231,0.89,0.92,0.9016669021058376,0.89,0.92,0.9973424127956256,1.0,1.0,0.9973424253301624,1.0,1.0,0.997347129327952,1.0,1.0,Original,gldm,GrayLevelVariance
original_gldm_HighGrayLevelEmphasis,0.8850469583898958,0.87,0.9,0.8850469817732183,0.87,0.9,0.8850543631870752,0.87,0.9,0.9968421123616114,1.0,1.0,0.996842113085118,1.0,1.0,0.9968423414725912,1.0,1.0,Original,gldm,HighGrayLevelEmphasis
original_gldm_LargeDependenceEmphasis,0.9246857715275476,0.91,0.94,0.9246860071170232,0.91,0.94,0.924804614766356,0.91,0.94,0.9980173908378316,1.0,1.0,0.9980173975314324,1.0,1.0,0.9980207670065874,1.0,1.0,Original,gldm,LargeDependenceEmphasis
original_gldm_LargeDependenceHighGrayLevelEmphasis,0.947716662288852,0.94,0.96,0.9477167817343042,0.94,0.96,0.94780556056565,0.94,0.96,0.9986562547004147,1.0,1.0,0.998656257935314,1.0,1.0,0.9986586620813516,1.0,1.0,Original,gldm,LargeDependenceHighGrayLevelEmphasis
