,ICC1,LowerICC1,HigherICC1,ICC2,LowerICC2,HigherICC2,ICC3,LowerICC3,HigherICC3,ICC4,LowerICC4,HigherICC4,ICC5,LowerICC5,HigherICC5,ICC6,LowerICC6,HigherICC6
wavelet-HHL_gldm_DependenceNonUniformityNormalized,0.2403307217394994,0.21,0.28,0.24081921785891366,0.21,0.28,0.24734023251065682,0.22,0.28,0.9284224162509213,0.92,0.94,0.9285998969284428,0.92,0.94,0.9309081364373981,0.92,0.94
wavelet-HHL_gldm_DependenceVariance,0.22018270138541107,0.19,0.25,0.22061583679361552,0.19,0.25,0.22575693354975687,0.2,0.26,0.9204861013635738,0.91,0.93,0.9206704081686232,0.91,0.93,0.9228094059564047,0.91,0.93
wavelet-HHL_gldm_GrayLevelNonUniformity,0.7033398619276597,0.67,0.74,0.7033825364229117,0.67,0.74,0.7075555867242407,0.67,0.74,0.9898172490076547,0.99,0.99,0.9898193102955978,0.99,0.99,0.9900197193709396,0.99,0.99
wavelet-HHL_gldm_GrayLevelVariance,0.46796764297906346,0.43,0.51,0.46803841352577713,0.43,0.51,0.470604994041557,0.43,0.51,0.9730189007028027,0.97,0.98,0.9730263620500631,0.97,0.98,0.9732955169780809,0.97,0.98
wavelet-HHL_gldm_HighGrayLevelEmphasis,0.16485123238636024,0.14,0.19,0.16484219160049232,0.14,0.19,0.1647690605417843,0.14,0.19,0.8900258959191196,0.87,0.91,0.8900194680962925,0.87,0.91,0.8899674508223759,0.87,0.91
wavelet-HHL_gldm_LargeDependenceEmphasis,0.29838289018923464,0.26,0.34,0.29872865111700403,0.26,0.34,0.3048889427806233,0.27,0.34,0.9457595677526262,0.94,0.95,0.9458442011184902,0.94,0.95,0.9473223434407722,0.94,0.96
wavelet-HHL_gldm_LargeDependenceHighGrayLevelEmphasis,0.2855181794559083,0.25,0.32,0.2858364026758933,0.25,0.32,0.29115315014466364,0.26,0.33,0.9424766513029921,0.93,0.95,0.9425611357633714,0.93,0.95,0.9439475101283202,0.93,0.95
wavelet-HHL_gldm_LargeDependenceLowGrayLevelEmphasis,0.2662305181406984,0.23,0.3,0.2665334123607649,0.23,0.3,0.271122009955682,0.24,0.31,0.9370112817722621,0.93,0.95,0.9371026993355748,0.93,0.95,0.9384647235312394,0.93,0.95
wavelet-HHL_gldm_LowGrayLevelEmphasis,0.2606822023895242,0.23,0.3,0.2606797222823642,0.23,0.3,0.2606438738091778,0.23,0.3,0.9353024277128029,0.92,0.95,0.9353016490100324,0.92,0.95,0.9352903918145342,0.92,0.95
wavelet-HHL_gldm_SmallDependenceEmphasis,0.3179161000901893,0.28,0.36,0.3182427965207079,0.28,0.36,0.3246175357564622,0.29,0.36,0.9502732665708596,0.94,0.96,0.95034439102656,0.94,0.96,0.9517056214884771,0.94,0.96
wavelet-HHL_gldm_SmallDependenceHighGrayLevelEmphasis,0.27361170492330256,0.24,0.31,0.27386437862545204,0.24,0.31,0.2778266939483425,0.25,0.32,0.9391862171592312,0.93,0.95,0.9392587680811764,0.93,0.95,0.9403806434106129,0.93,0.95
wavelet-HHL_gldm_SmallDependenceLowGrayLevelEmphasis,0.5132406800580948,0.47,0.56,0.5132841000871227,0.47,0.56,0.515168220936646,0.47,0.56,0.9773911867879734,0.97,0.98,0.9773950270947023,0.97,0.98,0.9775610744823778,0.97,0.98
wavelet-HHL_ngtdm_Busyness,0.5530857236153227,0.51,0.6,0.5531854281465028,0.51,0.6,0.5582920769201586,0.52,0.6,0.9806726641859578,0.98,0.98,0.9806803081631675,0.98,0.98,0.9810683214911771,0.98,0.98
wavelet-HHL_ngtdm_Coarseness,0.9620068032069835,0.96,0.97,0.9620073620878715,0.96,0.97,0.9625879094825983,0.96,0.97,0.9990376662888856,1.0,1.0,0.9990376809897406,1.0,1.0,0.999052942777089,1.0,1.0
wavelet-HHL_ngtdm_Complexity,0.38109209380140546,0.34,0.42,0.3811654472396067,0.34,0.42,0.38302670859106763,0.35,0.43,0.9618985498827968,0.96,0.97,0.9619099459982297,0.96,0.97,0.9621977386272479,0.96,0.97
wavelet-HHL_ngtdm_Contrast,0.4962429809645166,0.46,0.54,0.4963291927059671,0.46,0.54,0.4998363642844377,0.46,0.54,0.9758386665416903,0.97,0.98,0.9758467963073523,0.97,0.98,0.9761752581493908,0.97,0.98
wavelet-HHL_ngtdm_Strength,0.8593709763499503,0.84,0.88,0.8593778509708403,0.84,0.88,0.861103741019209,0.84,0.88,0.9960246031526706,1.0,1.0,0.9960248283899582,1.0,1.0,0.9960812641750888,1.0,1.0
wavelet-HHH_firstorder_10Percentile,0.8536421558323019,0.83,0.87,0.8536640020858504,0.83,0.87,0.8589205157654701,0.84,0.88,0.9958356811360519,1.0,1.0,0.9958364062495229,1.0,1.0,0.9960098368089025,1.0,1.0
wavelet-HHH_firstorder_90Percentile,0.8593735988981563,0.84,0.88,0.8593940731552513,0.84,0.88,0.8645548812945615,0.85,0.88,0.9960246890771883,1.0,1.0,0.9960253598731416,1.0,1.0,0.9961934580554399,1.0,1.0
